,scaffold length (bp),NG (X),Species
40,24551875,41,Dtei.GCF_016746235
41,24551875,42,Dtei.GCF_016746235
42,24551875,43,Dtei.GCF_016746235
43,24551875,44,Dtei.GCF_016746235
44,24551875,45,Dtei.GCF_016746235
45,24551875,46,Dtei.GCF_016746235
46,24551875,47,Dtei.GCF_016746235
47,24551875,48,Dtei.GCF_016746235
48,24551875,49,Dtei.GCF_016746235
49,24551875,50,Dtei.GCF_016746235
50,24551875,51,Dtei.GCF_016746235
51,24551875,52,Dtei.GCF_016746235
52,24551875,53,Dtei.GCF_016746235
53,24551875,54,Dtei.GCF_016746235
54,24551875,55,Dtei.GCF_016746235
55,24551875,56,Dtei.GCF_016746235
56,23880222,57,Dtei.GCF_016746235
57,23880222,58,Dtei.GCF_016746235
58,23880222,59,Dtei.GCF_016746235
59,23880222,60,Dtei.GCF_016746235
60,23880222,61,Dtei.GCF_016746235
61,23880222,62,Dtei.GCF_016746235
62,23880222,63,Dtei.GCF_016746235
63,23880222,64,Dtei.GCF_016746235
64,23880222,65,Dtei.GCF_016746235
65,23880222,66,Dtei.GCF_016746235
66,23880222,67,Dtei.GCF_016746235
67,23880222,68,Dtei.GCF_016746235
68,23880222,69,Dtei.GCF_016746235
69,23880222,70,Dtei.GCF_016746235
70,23880222,71,Dtei.GCF_016746235
71,23880222,72,Dtei.GCF_016746235
72,23768293,73,Dtei.GCF_016746235
73,23768293,74,Dtei.GCF_016746235
74,23768293,75,Dtei.GCF_016746235
75,23768293,76,Dtei.GCF_016746235
76,23768293,77,Dtei.GCF_016746235
77,23768293,78,Dtei.GCF_016746235
78,23768293,79,Dtei.GCF_016746235
79,23768293,80,Dtei.GCF_016746235
80,23768293,81,Dtei.GCF_016746235
81,23768293,82,Dtei.GCF_016746235
82,23768293,83,Dtei.GCF_016746235
83,23768293,84,Dtei.GCF_016746235
84,23768293,85,Dtei.GCF_016746235
85,23768293,86,Dtei.GCF_016746235
86,23768293,87,Dtei.GCF_016746235
87,23768293,88,Dtei.GCF_016746235
88,2665119,89,Dtei.GCF_016746235
89,2665119,90,Dtei.GCF_016746235
90,1880731,91,Dtei.GCF_016746235
91,1428144,92,Dtei.GCF_016746235
92,1422100,93,Dtei.GCF_016746235
93,1218751,94,Dtei.GCF_016746235
94,940455,95,Dtei.GCF_016746235
95,583344,96,Dtei.GCF_016746235
96,418887,97,Dtei.GCF_016746235
97,153099,98,Dtei.GCF_016746235
98,67960,99,Dtei.GCF_016746235
99,2374,100,Dtei.GCF_016746235
0,20118202,1,Dtei.d101g_2733
1,20118202,2,Dtei.d101g_2733
2,20118202,3,Dtei.d101g_2733
3,20118202,4,Dtei.d101g_2733
4,20118202,5,Dtei.d101g_2733
5,20118202,6,Dtei.d101g_2733
6,20118202,7,Dtei.d101g_2733
7,20118202,8,Dtei.d101g_2733
8,20118202,9,Dtei.d101g_2733
9,20118202,10,Dtei.d101g_2733
10,20118202,11,Dtei.d101g_2733
11,20118202,12,Dtei.d101g_2733
12,20118202,13,Dtei.d101g_2733
13,11932898,14,Dtei.d101g_2733
14,11932898,15,Dtei.d101g_2733
15,11932898,16,Dtei.d101g_2733
16,11932898,17,Dtei.d101g_2733
17,11932898,18,Dtei.d101g_2733
18,11932898,19,Dtei.d101g_2733
19,11932898,20,Dtei.d101g_2733
20,11932898,21,Dtei.d101g_2733
21,11452067,22,Dtei.d101g_2733
22,11452067,23,Dtei.d101g_2733
23,11452067,24,Dtei.d101g_2733
24,11452067,25,Dtei.d101g_2733
25,11452067,26,Dtei.d101g_2733
26,11452067,27,Dtei.d101g_2733
27,11452067,28,Dtei.d101g_2733
28,11154588,29,Dtei.d101g_2733
29,11154588,30,Dtei.d101g_2733
30,11154588,31,Dtei.d101g_2733
31,11154588,32,Dtei.d101g_2733
32,11154588,33,Dtei.d101g_2733
33,11154588,34,Dtei.d101g_2733
34,11154588,35,Dtei.d101g_2733
35,9099291,36,Dtei.d101g_2733
36,9099291,37,Dtei.d101g_2733
37,9099291,38,Dtei.d101g_2733
38,9099291,39,Dtei.d101g_2733
39,9099291,40,Dtei.d101g_2733
40,9099291,41,Dtei.d101g_2733
41,8222136,42,Dtei.d101g_2733
42,8222136,43,Dtei.d101g_2733
43,8222136,44,Dtei.d101g_2733
44,8222136,45,Dtei.d101g_2733
45,8222136,46,Dtei.d101g_2733
46,8222136,47,Dtei.d101g_2733
47,8218613,48,Dtei.d101g_2733
48,8218613,49,Dtei.d101g_2733
49,8218613,50,Dtei.d101g_2733
50,8218613,51,Dtei.d101g_2733
51,8218613,52,Dtei.d101g_2733
52,7276195,53,Dtei.d101g_2733
53,7276195,54,Dtei.d101g_2733
54,7276195,55,Dtei.d101g_2733
55,7276195,56,Dtei.d101g_2733
56,7276195,57,Dtei.d101g_2733
57,6214778,58,Dtei.d101g_2733
58,6214778,59,Dtei.d101g_2733
59,6214778,60,Dtei.d101g_2733
60,6214778,61,Dtei.d101g_2733
61,3314362,62,Dtei.d101g_2733
62,3314362,63,Dtei.d101g_2733
63,2616183,64,Dtei.d101g_2733
64,2616183,65,Dtei.d101g_2733
65,2372318,66,Dtei.d101g_2733
66,2247966,67,Dtei.d101g_2733
67,2247966,68,Dtei.d101g_2733
68,1476007,69,Dtei.d101g_2733
69,1368527,70,Dtei.d101g_2733
70,1295493,71,Dtei.d101g_2733
71,1147376,72,Dtei.d101g_2733
72,1111558,73,Dtei.d101g_2733
73,1098921,74,Dtei.d101g_2733
74,932858,75,Dtei.d101g_2733
75,910213,76,Dtei.d101g_2733
76,757642,77,Dtei.d101g_2733
77,613541,78,Dtei.d101g_2733
78,539763,79,Dtei.d101g_2733
79,472575,80,Dtei.d101g_2733
80,444540,81,Dtei.d101g_2733
81,388879,82,Dtei.d101g_2733
82,361211,83,Dtei.d101g_2733
83,312570,84,Dtei.d101g_2733
84,288973,85,Dtei.d101g_2733
85,266047,86,Dtei.d101g_2733
86,245129,87,Dtei.d101g_2733
87,213029,88,Dtei.d101g_2733
88,193513,89,Dtei.d101g_2733
89,173215,90,Dtei.d101g_2733
90,147988,91,Dtei.d101g_2733
91,126976,92,Dtei.d101g_2733
92,106694,93,Dtei.d101g_2733
93,92599,94,Dtei.d101g_2733
94,69202,95,Dtei.d101g_2733
95,57398,96,Dtei.d101g_2733
96,45536,97,Dtei.d101g_2733
97,32355,98,Dtei.d101g_2733
98,13752,99,Dtei.d101g_2733
99,205,100,Dtei.d101g_2733
0,21966599,1,Dtei.d101g_CT02
1,21966599,2,Dtei.d101g_CT02
2,21966599,3,Dtei.d101g_CT02
3,21966599,4,Dtei.d101g_CT02
4,21966599,5,Dtei.d101g_CT02
5,21966599,6,Dtei.d101g_CT02
6,21966599,7,Dtei.d101g_CT02
7,21966599,8,Dtei.d101g_CT02
8,21966599,9,Dtei.d101g_CT02
9,21966599,10,Dtei.d101g_CT02
10,21966599,11,Dtei.d101g_CT02
11,21966599,12,Dtei.d101g_CT02
12,21966599,13,Dtei.d101g_CT02
13,21966599,14,Dtei.d101g_CT02
14,21966599,15,Dtei.d101g_CT02
15,14371813,16,Dtei.d101g_CT02
16,14371813,17,Dtei.d101g_CT02
17,14371813,18,Dtei.d101g_CT02
18,14371813,19,Dtei.d101g_CT02
19,14371813,20,Dtei.d101g_CT02
20,14371813,21,Dtei.d101g_CT02
21,14371813,22,Dtei.d101g_CT02
22,14371813,23,Dtei.d101g_CT02
23,14371813,24,Dtei.d101g_CT02
24,14371813,25,Dtei.d101g_CT02
25,13667016,26,Dtei.d101g_CT02
26,13667016,27,Dtei.d101g_CT02
27,13667016,28,Dtei.d101g_CT02
28,13667016,29,Dtei.d101g_CT02
29,13667016,30,Dtei.d101g_CT02
30,13667016,31,Dtei.d101g_CT02
31,13667016,32,Dtei.d101g_CT02
32,13667016,33,Dtei.d101g_CT02
33,13667016,34,Dtei.d101g_CT02
34,10448772,35,Dtei.d101g_CT02
35,10448772,36,Dtei.d101g_CT02
36,10448772,37,Dtei.d101g_CT02
37,10448772,38,Dtei.d101g_CT02
38,10448772,39,Dtei.d101g_CT02
39,10448772,40,Dtei.d101g_CT02
40,10448772,41,Dtei.d101g_CT02
41,10194315,42,Dtei.d101g_CT02
42,10194315,43,Dtei.d101g_CT02
43,10194315,44,Dtei.d101g_CT02
44,10194315,45,Dtei.d101g_CT02
45,10194315,46,Dtei.d101g_CT02
46,10194315,47,Dtei.d101g_CT02
47,10194315,48,Dtei.d101g_CT02
48,7096444,49,Dtei.d101g_CT02
49,7096444,50,Dtei.d101g_CT02
50,7096444,51,Dtei.d101g_CT02
51,7096444,52,Dtei.d101g_CT02
52,7096444,53,Dtei.d101g_CT02
53,4962395,54,Dtei.d101g_CT02
54,4962395,55,Dtei.d101g_CT02
55,4962395,56,Dtei.d101g_CT02
56,4962395,57,Dtei.d101g_CT02
57,4860210,58,Dtei.d101g_CT02
58,4860210,59,Dtei.d101g_CT02
59,4860210,60,Dtei.d101g_CT02
60,4678088,61,Dtei.d101g_CT02
61,4678088,62,Dtei.d101g_CT02
62,4678088,63,Dtei.d101g_CT02
63,4519927,64,Dtei.d101g_CT02
64,4519927,65,Dtei.d101g_CT02
65,4519927,66,Dtei.d101g_CT02
66,4427001,67,Dtei.d101g_CT02
67,4427001,68,Dtei.d101g_CT02
68,4427001,69,Dtei.d101g_CT02
69,2740874,70,Dtei.d101g_CT02
70,2740874,71,Dtei.d101g_CT02
71,2373276,72,Dtei.d101g_CT02
72,2373276,73,Dtei.d101g_CT02
73,2164477,74,Dtei.d101g_CT02
74,1522779,75,Dtei.d101g_CT02
75,1522779,76,Dtei.d101g_CT02
76,1290023,77,Dtei.d101g_CT02
77,1278554,78,Dtei.d101g_CT02
78,782098,79,Dtei.d101g_CT02
79,648821,80,Dtei.d101g_CT02
80,613512,81,Dtei.d101g_CT02
81,550177,82,Dtei.d101g_CT02
82,386140,83,Dtei.d101g_CT02
83,313624,84,Dtei.d101g_CT02
84,258655,85,Dtei.d101g_CT02
85,240734,86,Dtei.d101g_CT02
86,222272,87,Dtei.d101g_CT02
87,193442,88,Dtei.d101g_CT02
88,180252,89,Dtei.d101g_CT02
89,147897,90,Dtei.d101g_CT02
90,123157,91,Dtei.d101g_CT02
91,110976,92,Dtei.d101g_CT02
92,95611,93,Dtei.d101g_CT02
93,85319,94,Dtei.d101g_CT02
94,61281,95,Dtei.d101g_CT02
95,48222,96,Dtei.d101g_CT02
96,34680,97,Dtei.d101g_CT02
97,21666,98,Dtei.d101g_CT02
98,4564,99,Dtei.d101g_CT02
99,205,100,Dtei.d101g_CT02
0,29284126,1,Dfic.GCF_018152265
1,29284126,2,Dfic.GCF_018152265
2,29284126,3,Dfic.GCF_018152265
3,29284126,4,Dfic.GCF_018152265
4,29284126,5,Dfic.GCF_018152265
5,29284126,6,Dfic.GCF_018152265
6,29284126,7,Dfic.GCF_018152265
7,29284126,8,Dfic.GCF_018152265
8,29284126,9,Dfic.GCF_018152265
9,29284126,10,Dfic.GCF_018152265
10,29284126,11,Dfic.GCF_018152265
11,29284126,12,Dfic.GCF_018152265
12,29284126,13,Dfic.GCF_018152265
13,29284126,14,Dfic.GCF_018152265
14,29284126,15,Dfic.GCF_018152265
15,29284126,16,Dfic.GCF_018152265
16,29284126,17,Dfic.GCF_018152265
17,24970528,18,Dfic.GCF_018152265
18,24970528,19,Dfic.GCF_018152265
19,24970528,20,Dfic.GCF_018152265
20,24970528,21,Dfic.GCF_018152265
21,24970528,22,Dfic.GCF_018152265
22,24970528,23,Dfic.GCF_018152265
23,24970528,24,Dfic.GCF_018152265
24,24970528,25,Dfic.GCF_018152265
25,24970528,26,Dfic.GCF_018152265
26,24970528,27,Dfic.GCF_018152265
27,24970528,28,Dfic.GCF_018152265
28,24970528,29,Dfic.GCF_018152265
29,24970528,30,Dfic.GCF_018152265
30,24970528,31,Dfic.GCF_018152265
31,24970528,32,Dfic.GCF_018152265
32,14960694,33,Dfic.GCF_018152265
33,14960694,34,Dfic.GCF_018152265
34,14960694,35,Dfic.GCF_018152265
35,14960694,36,Dfic.GCF_018152265
36,14960694,37,Dfic.GCF_018152265
37,14960694,38,Dfic.GCF_018152265
38,14960694,39,Dfic.GCF_018152265
39,14960694,40,Dfic.GCF_018152265
40,14960694,41,Dfic.GCF_018152265
41,14223806,42,Dfic.GCF_018152265
42,14223806,43,Dfic.GCF_018152265
43,14223806,44,Dfic.GCF_018152265
44,14223806,45,Dfic.GCF_018152265
45,14223806,46,Dfic.GCF_018152265
46,14223806,47,Dfic.GCF_018152265
47,14223806,48,Dfic.GCF_018152265
48,14223806,49,Dfic.GCF_018152265
49,9958166,50,Dfic.GCF_018152265
50,9958166,51,Dfic.GCF_018152265
51,9958166,52,Dfic.GCF_018152265
52,9958166,53,Dfic.GCF_018152265
53,9958166,54,Dfic.GCF_018152265
54,9958166,55,Dfic.GCF_018152265
55,9281436,56,Dfic.GCF_018152265
56,9281436,57,Dfic.GCF_018152265
57,9281436,58,Dfic.GCF_018152265
58,9281436,59,Dfic.GCF_018152265
59,9281436,60,Dfic.GCF_018152265
60,9281436,61,Dfic.GCF_018152265
61,6727433,62,Dfic.GCF_018152265
62,6727433,63,Dfic.GCF_018152265
63,6727433,64,Dfic.GCF_018152265
64,6727433,65,Dfic.GCF_018152265
65,4937933,66,Dfic.GCF_018152265
66,4937933,67,Dfic.GCF_018152265
67,4937933,68,Dfic.GCF_018152265
68,3893504,69,Dfic.GCF_018152265
69,3893504,70,Dfic.GCF_018152265
70,3716284,71,Dfic.GCF_018152265
71,3716284,72,Dfic.GCF_018152265
72,3501275,73,Dfic.GCF_018152265
73,3501275,74,Dfic.GCF_018152265
74,2217002,75,Dfic.GCF_018152265
75,2217002,76,Dfic.GCF_018152265
76,2012553,77,Dfic.GCF_018152265
77,1997042,78,Dfic.GCF_018152265
78,1737681,79,Dfic.GCF_018152265
79,1585462,80,Dfic.GCF_018152265
80,1547182,81,Dfic.GCF_018152265
81,1477415,82,Dfic.GCF_018152265
82,1382224,83,Dfic.GCF_018152265
83,1247016,84,Dfic.GCF_018152265
84,1164298,85,Dfic.GCF_018152265
85,979246,86,Dfic.GCF_018152265
86,657774,87,Dfic.GCF_018152265
87,436093,88,Dfic.GCF_018152265
88,256298,89,Dfic.GCF_018152265
89,184656,90,Dfic.GCF_018152265
90,143941,91,Dfic.GCF_018152265
91,112972,92,Dfic.GCF_018152265
92,83491,93,Dfic.GCF_018152265
93,68338,94,Dfic.GCF_018152265
94,55477,95,Dfic.GCF_018152265
95,41758,96,Dfic.GCF_018152265
96,30652,97,Dfic.GCF_018152265
97,21702,98,Dfic.GCF_018152265
98,11466,99,Dfic.GCF_018152265
99,201,100,Dfic.GCF_018152265
0,29284126,1,Dfic.d101g
1,29284126,2,Dfic.d101g
2,29284126,3,Dfic.d101g
3,29284126,4,Dfic.d101g
4,29284126,5,Dfic.d101g
5,29284126,6,Dfic.d101g
6,29284126,7,Dfic.d101g
7,29284126,8,Dfic.d101g
8,29284126,9,Dfic.d101g
9,29284126,10,Dfic.d101g
10,29284126,11,Dfic.d101g
11,29284126,12,Dfic.d101g
12,29284126,13,Dfic.d101g
13,29284126,14,Dfic.d101g
14,29284126,15,Dfic.d101g
15,29284126,16,Dfic.d101g
16,29284126,17,Dfic.d101g
17,24970528,18,Dfic.d101g
18,24970528,19,Dfic.d101g
19,24970528,20,Dfic.d101g
20,24970528,21,Dfic.d101g
21,24970528,22,Dfic.d101g
22,24970528,23,Dfic.d101g
23,24970528,24,Dfic.d101g
24,24970528,25,Dfic.d101g
25,24970528,26,Dfic.d101g
26,24970528,27,Dfic.d101g
27,24970528,28,Dfic.d101g
28,24970528,29,Dfic.d101g
29,24970528,30,Dfic.d101g
30,24970528,31,Dfic.d101g
31,24970528,32,Dfic.d101g
32,14960694,33,Dfic.d101g
33,14960694,34,Dfic.d101g
34,14960694,35,Dfic.d101g
35,14960694,36,Dfic.d101g
36,14960694,37,Dfic.d101g
37,14960694,38,Dfic.d101g
38,14960694,39,Dfic.d101g
39,14960694,40,Dfic.d101g
40,14960694,41,Dfic.d101g
41,14223806,42,Dfic.d101g
42,14223806,43,Dfic.d101g
43,14223806,44,Dfic.d101g
44,14223806,45,Dfic.d101g
45,14223806,46,Dfic.d101g
46,14223806,47,Dfic.d101g
47,14223806,48,Dfic.d101g
48,14223806,49,Dfic.d101g
49,9958166,50,Dfic.d101g
50,9958166,51,Dfic.d101g
51,9958166,52,Dfic.d101g
52,9958166,53,Dfic.d101g
53,9958166,54,Dfic.d101g
54,9958166,55,Dfic.d101g
55,9281436,56,Dfic.d101g
56,9281436,57,Dfic.d101g
57,9281436,58,Dfic.d101g
58,9281436,59,Dfic.d101g
59,9281436,60,Dfic.d101g
60,9281436,61,Dfic.d101g
61,6727433,62,Dfic.d101g
62,6727433,63,Dfic.d101g
63,6727433,64,Dfic.d101g
64,6727433,65,Dfic.d101g
65,4937933,66,Dfic.d101g
66,4937933,67,Dfic.d101g
67,4937933,68,Dfic.d101g
68,3893504,69,Dfic.d101g
69,3893504,70,Dfic.d101g
70,3716284,71,Dfic.d101g
71,3716284,72,Dfic.d101g
72,3501275,73,Dfic.d101g
73,3501275,74,Dfic.d101g
74,2217002,75,Dfic.d101g
75,2217002,76,Dfic.d101g
76,2012553,77,Dfic.d101g
77,1997042,78,Dfic.d101g
78,1737681,79,Dfic.d101g
79,1585462,80,Dfic.d101g
80,1547182,81,Dfic.d101g
81,1477415,82,Dfic.d101g
82,1382224,83,Dfic.d101g
83,1247016,84,Dfic.d101g
84,1164298,85,Dfic.d101g
85,979246,86,Dfic.d101g
86,657774,87,Dfic.d101g
87,436093,88,Dfic.d101g
88,256298,89,Dfic.d101g
89,184656,90,Dfic.d101g
90,143941,91,Dfic.d101g
91,112972,92,Dfic.d101g
92,83491,93,Dfic.d101g
93,68338,94,Dfic.d101g
94,55477,95,Dfic.d101g
95,41758,96,Dfic.d101g
96,30652,97,Dfic.d101g
97,21702,98,Dfic.d101g
98,11466,99,Dfic.d101g
99,201,100,Dfic.d101g
0,3722508,1,Dfic.GCF_000220665
1,3722508,2,Dfic.GCF_000220665
2,3709542,3,Dfic.GCF_000220665
3,3709542,4,Dfic.GCF_000220665
4,3457230,5,Dfic.GCF_000220665
5,3457230,6,Dfic.GCF_000220665
6,3457230,7,Dfic.GCF_000220665
7,3425674,8,Dfic.GCF_000220665
8,3425674,9,Dfic.GCF_000220665
9,2883911,10,Dfic.GCF_000220665
10,2883911,11,Dfic.GCF_000220665
11,2874921,12,Dfic.GCF_000220665
12,2874921,13,Dfic.GCF_000220665
13,2779715,14,Dfic.GCF_000220665
14,2738315,15,Dfic.GCF_000220665
15,2738315,16,Dfic.GCF_000220665
16,2727327,17,Dfic.GCF_000220665
17,2727327,18,Dfic.GCF_000220665
18,2580921,19,Dfic.GCF_000220665
19,2580921,20,Dfic.GCF_000220665
20,2476920,21,Dfic.GCF_000220665
21,2333656,22,Dfic.GCF_000220665
22,2333656,23,Dfic.GCF_000220665
23,2307182,24,Dfic.GCF_000220665
24,2147833,25,Dfic.GCF_000220665
25,2147833,26,Dfic.GCF_000220665
26,1983911,27,Dfic.GCF_000220665
27,1908727,28,Dfic.GCF_000220665
28,1898396,29,Dfic.GCF_000220665
29,1898396,30,Dfic.GCF_000220665
30,1891037,31,Dfic.GCF_000220665
31,1802269,32,Dfic.GCF_000220665
32,1725283,33,Dfic.GCF_000220665
33,1708600,34,Dfic.GCF_000220665
34,1541693,35,Dfic.GCF_000220665
35,1531756,36,Dfic.GCF_000220665
36,1495928,37,Dfic.GCF_000220665
37,1487604,38,Dfic.GCF_000220665
38,1469454,39,Dfic.GCF_000220665
39,1389722,40,Dfic.GCF_000220665
40,1369660,41,Dfic.GCF_000220665
41,1348070,42,Dfic.GCF_000220665
42,1242803,43,Dfic.GCF_000220665
43,1218722,44,Dfic.GCF_000220665
44,1207575,45,Dfic.GCF_000220665
45,1179668,46,Dfic.GCF_000220665
46,1173046,47,Dfic.GCF_000220665
47,1094772,48,Dfic.GCF_000220665
48,1057096,49,Dfic.GCF_000220665
49,1050541,50,Dfic.GCF_000220665
50,1026219,51,Dfic.GCF_000220665
51,995874,52,Dfic.GCF_000220665
52,987418,53,Dfic.GCF_000220665
53,956779,54,Dfic.GCF_000220665
54,954549,55,Dfic.GCF_000220665
55,909146,56,Dfic.GCF_000220665
56,895563,57,Dfic.GCF_000220665
57,883584,58,Dfic.GCF_000220665
58,869672,59,Dfic.GCF_000220665
59,829588,60,Dfic.GCF_000220665
60,804911,61,Dfic.GCF_000220665
61,757877,62,Dfic.GCF_000220665
62,718206,63,Dfic.GCF_000220665
63,700731,64,Dfic.GCF_000220665
64,684196,65,Dfic.GCF_000220665
65,634872,66,Dfic.GCF_000220665
66,599317,67,Dfic.GCF_000220665
67,586435,68,Dfic.GCF_000220665
68,529817,69,Dfic.GCF_000220665
69,490760,70,Dfic.GCF_000220665
70,403730,71,Dfic.GCF_000220665
71,379336,72,Dfic.GCF_000220665
72,337401,73,Dfic.GCF_000220665
73,318501,74,Dfic.GCF_000220665
74,273320,75,Dfic.GCF_000220665
75,249067,76,Dfic.GCF_000220665
76,213172,77,Dfic.GCF_000220665
77,162544,78,Dfic.GCF_000220665
78,114053,79,Dfic.GCF_000220665
79,85053,80,Dfic.GCF_000220665
80,57488,81,Dfic.GCF_000220665
81,44898,82,Dfic.GCF_000220665
82,38886,83,Dfic.GCF_000220665
83,32801,84,Dfic.GCF_000220665
84,28530,85,Dfic.GCF_000220665
85,25098,86,Dfic.GCF_000220665
86,22415,87,Dfic.GCF_000220665
87,19710,88,Dfic.GCF_000220665
88,17178,89,Dfic.GCF_000220665
89,15157,90,Dfic.GCF_000220665
90,13227,91,Dfic.GCF_000220665
91,11415,92,Dfic.GCF_000220665
92,9570,93,Dfic.GCF_000220665
93,7840,94,Dfic.GCF_000220665
94,6263,95,Dfic.GCF_000220665
95,4100,96,Dfic.GCF_000220665
96,2374,97,Dfic.GCF_000220665
97,1435,98,Dfic.GCF_000220665
98,1146,99,Dfic.GCF_000220665
99,280,100,Dfic.GCF_000220665
0,28256497,1,Dosh.d101g
1,28256497,2,Dosh.d101g
2,28256497,3,Dosh.d101g
3,28256497,4,Dosh.d101g
4,28256497,5,Dosh.d101g
5,28256497,6,Dosh.d101g
6,28256497,7,Dosh.d101g
7,28256497,8,Dosh.d101g
8,28256497,9,Dosh.d101g
9,28256497,10,Dosh.d101g
10,28256497,11,Dosh.d101g
11,28256497,12,Dosh.d101g
12,28256497,13,Dosh.d101g
13,28256497,14,Dosh.d101g
14,28256497,15,Dosh.d101g
15,9527180,16,Dosh.d101g
16,9527180,17,Dosh.d101g
17,9527180,18,Dosh.d101g
18,9527180,19,Dosh.d101g
19,9527180,20,Dosh.d101g
20,9087615,21,Dosh.d101g
21,9087615,22,Dosh.d101g
22,9087615,23,Dosh.d101g
23,9087615,24,Dosh.d101g
24,9087615,25,Dosh.d101g
25,5993170,26,Dosh.d101g
26,5993170,27,Dosh.d101g
27,5993170,28,Dosh.d101g
28,5993170,29,Dosh.d101g
29,4524380,30,Dosh.d101g
30,4524380,31,Dosh.d101g
31,4398762,32,Dosh.d101g
32,4398762,33,Dosh.d101g
33,4398762,34,Dosh.d101g
34,4314011,35,Dosh.d101g
35,4314011,36,Dosh.d101g
36,3767346,37,Dosh.d101g
37,3767346,38,Dosh.d101g
38,3456487,39,Dosh.d101g
39,3456487,40,Dosh.d101g
40,3282193,41,Dosh.d101g
41,3282193,42,Dosh.d101g
42,2925121,43,Dosh.d101g
43,2868319,44,Dosh.d101g
44,2868319,45,Dosh.d101g
45,2851974,46,Dosh.d101g
46,2851974,47,Dosh.d101g
47,2749248,48,Dosh.d101g
48,2625980,49,Dosh.d101g
49,2625980,50,Dosh.d101g
50,2425786,51,Dosh.d101g
51,2416562,52,Dosh.d101g
52,2284688,53,Dosh.d101g
53,2284688,54,Dosh.d101g
54,2163517,55,Dosh.d101g
55,2083743,56,Dosh.d101g
56,2052101,57,Dosh.d101g
57,1988977,58,Dosh.d101g
58,1960194,59,Dosh.d101g
59,1896757,60,Dosh.d101g
60,1866266,61,Dosh.d101g
61,1844523,62,Dosh.d101g
62,1579618,63,Dosh.d101g
63,1537196,64,Dosh.d101g
64,1461979,65,Dosh.d101g
65,1436666,66,Dosh.d101g
66,1336536,67,Dosh.d101g
67,1260762,68,Dosh.d101g
68,1190759,69,Dosh.d101g
69,1185547,70,Dosh.d101g
70,1161162,71,Dosh.d101g
71,1137904,72,Dosh.d101g
72,1054312,73,Dosh.d101g
73,890891,74,Dosh.d101g
74,849711,75,Dosh.d101g
75,794859,76,Dosh.d101g
76,770843,77,Dosh.d101g
77,752951,78,Dosh.d101g
78,724616,79,Dosh.d101g
79,610054,80,Dosh.d101g
80,589134,81,Dosh.d101g
81,544521,82,Dosh.d101g
82,512860,83,Dosh.d101g
83,492598,84,Dosh.d101g
84,461083,85,Dosh.d101g
85,458141,86,Dosh.d101g
86,437748,87,Dosh.d101g
87,417281,88,Dosh.d101g
88,339077,89,Dosh.d101g
89,320407,90,Dosh.d101g
90,278022,91,Dosh.d101g
91,256480,92,Dosh.d101g
92,227412,93,Dosh.d101g
93,207894,94,Dosh.d101g
94,183976,95,Dosh.d101g
95,169127,96,Dosh.d101g
96,140772,97,Dosh.d101g
97,106455,98,Dosh.d101g
98,62873,99,Dosh.d101g
99,206,100,Dosh.d101g
0,67112822,1,Dath.GCA_008121215
1,67112822,2,Dath.GCA_008121215
2,67112822,3,Dath.GCA_008121215
3,67112822,4,Dath.GCA_008121215
4,67112822,5,Dath.GCA_008121215
5,67112822,6,Dath.GCA_008121215
6,67112822,7,Dath.GCA_008121215
7,67112822,8,Dath.GCA_008121215
8,67112822,9,Dath.GCA_008121215
9,67112822,10,Dath.GCA_008121215
10,67112822,11,Dath.GCA_008121215
11,67112822,12,Dath.GCA_008121215
12,67112822,13,Dath.GCA_008121215
13,67112822,14,Dath.GCA_008121215
14,67112822,15,Dath.GCA_008121215
15,67112822,16,Dath.GCA_008121215
16,67112822,17,Dath.GCA_008121215
17,67112822,18,Dath.GCA_008121215
18,67112822,19,Dath.GCA_008121215
19,67112822,20,Dath.GCA_008121215
20,67112822,21,Dath.GCA_008121215
21,67112822,22,Dath.GCA_008121215
22,67112822,23,Dath.GCA_008121215
23,67112822,24,Dath.GCA_008121215
24,67112822,25,Dath.GCA_008121215
25,67112822,26,Dath.GCA_008121215
26,67112822,27,Dath.GCA_008121215
27,67112822,28,Dath.GCA_008121215
28,67112822,29,Dath.GCA_008121215
29,67112822,30,Dath.GCA_008121215
30,67112822,31,Dath.GCA_008121215
31,67112822,32,Dath.GCA_008121215
32,67112822,33,Dath.GCA_008121215
33,67112822,34,Dath.GCA_008121215
34,52101127,35,Dath.GCA_008121215
35,52101127,36,Dath.GCA_008121215
36,52101127,37,Dath.GCA_008121215
37,52101127,38,Dath.GCA_008121215
38,52101127,39,Dath.GCA_008121215
39,52101127,40,Dath.GCA_008121215
40,52101127,41,Dath.GCA_008121215
41,52101127,42,Dath.GCA_008121215
42,52101127,43,Dath.GCA_008121215
43,52101127,44,Dath.GCA_008121215
44,52101127,45,Dath.GCA_008121215
45,52101127,46,Dath.GCA_008121215
46,52101127,47,Dath.GCA_008121215
47,52101127,48,Dath.GCA_008121215
48,52101127,49,Dath.GCA_008121215
49,52101127,50,Dath.GCA_008121215
50,52101127,51,Dath.GCA_008121215
51,52101127,52,Dath.GCA_008121215
52,52101127,53,Dath.GCA_008121215
53,52101127,54,Dath.GCA_008121215
54,52101127,55,Dath.GCA_008121215
55,52101127,56,Dath.GCA_008121215
56,52101127,57,Dath.GCA_008121215
57,52101127,58,Dath.GCA_008121215
58,52101127,59,Dath.GCA_008121215
